x_mm y_mm z_mm
57.367995 -48.609206 -25.366899
57.359804 -6.931152 -14.019427
57.429713 6.925179 -14.193689
57.389626 13.993792 -14.874586
57.392171 -18.562337 -15.330271
57.313539 18.608202 -15.589959
57.374008 -28.673869 -18.030095
57.328741 28.690486 -18.057366
57.378397 -23.531873 -16.410827
57.413308 23.515966 -16.617023
57.382637 -33.058278 -19.105494
57.312670 33.122574 -19.156786
57.402467 -92.860744 -63.690435
57.331593 92.825470 -64.271487
57.366651 -41.681862 -21.939200
57.417925 41.677327 -22.045563
57.373296 -67.678545 -36.777039
57.327270 67.667396 -37.155970
57.375691 -27.634706 -17.335991
57.377596 27.593773 -17.453627
57.360537 -9.580657 -14.330527
57.399909 9.513502 -14.333148
57.407228 -54.900623 -28.312664
57.392019 54.937056 -28.408224
57.426062 63.769786 -33.947244
57.444794 24.532547 -16.913891
57.390262 -47.165973 -24.860985
57.398563 47.206440 -24.252763
57.388674 -79.005977 -46.959358
57.381177 79.010671 -46.762027
57.447691 -74.271037 -42.309007
57.391891 74.314416 -42.556423
57.434966 -26.552823 -17.135703
57.431654 26.630060 -17.150519
57.411917 -84.190504 -52.750568
57.453313 84.245498 -52.705261
57.424240 -37.935984 -20.457286
57.355258 37.901881 -20.938300
57.403457 -25.501349 -17.163939
57.506662 25.590435 -16.965063
57.431852 -43.090097 -22.692455
57.427964 43.065869 -22.789887
57.473847 -51.699405 -26.965457
57.486943 51.705286 -26.727661
57.415711 -6.048073 -14.217943
57.444761 6.011321 -13.994208
57.444950 -45.803193 -23.656892
57.401030 45.792533 -23.757329
57.439176 -35.489404 -19.541290
57.444528 -81.616611 -49.899423
57.511791 81.635270 -49.842904
57.475555 -44.456902 -23.169737
57.462310 44.491145 -23.474036
57.455622 -69.905365 -38.905411
57.477741 69.820333 -38.485128
57.414883 72.106226 -40.398311
57.436443 -19.678495 -15.789125
57.481523 19.607972 -15.838391
57.520243 -16.822732 -15.539188
57.468109 16.737772 -14.884598
57.512833 -56.626895 -29.542297
57.499021 56.708673 -29.479529
57.452406 61.935598 -32.766080
57.461519 -32.041829 -18.902895
57.550631 32.051689 -18.742128
57.452398 -11.361890 -14.584577
57.516779 11.348245 -14.534550
57.567152 60.153751 -31.720799
57.539383 5.183424 -14.004697
57.501201 -8.645082 -14.204517
57.491717 8.675877 -14.265955
57.540338 -14.945969 -15.292255
57.490649 14.925746 -14.792558
57.567782 -39.201615 -21.250121
57.622957 39.230219 -21.247254
57.555970 -13.106581 -14.849324
57.565886 13.143727 -14.725236
57.553029 87.169941 -55.846900
57.565302 -65.849453 -35.516765
57.555867 65.868192 -35.874755
57.550527 50.355295 -26.227162
57.577317 -20.674339 -15.941232
57.588058 20.654731 -16.108254
57.615849 -76.782138 -45.021519
57.576327 76.773486 -44.705152
57.577486 -31.012242 -18.623454
57.591221 31.020867 -18.519373
57.610932 -53.434671 -28.024405
57.569028 53.472205 -27.799282
57.577016 -4.326352 -14.094407
57.602864 4.297954 -14.037132
57.597771 93.230616 -64.510951
57.591850 -34.411972 -19.717043
57.623025 34.427319 -19.543090
57.604559 90.199090 -60.120241
57.622468 -36.823621 -20.172482
57.599223 -17.799165 -15.730659
57.586400 -40.602499 -21.700926
57.673704 -21.621706 -16.263197
57.609281 21.682946 -16.308651
57.623971 -3.459952 -13.861959
57.648017 3.491103 -14.195621
57.679151 -7.818321 -14.452609
57.619841 7.776787 -14.283123
57.638113 -84.593659 -53.052760
57.698700 84.547430 -53.112960
57.670575 -79.368276 -47.684550
57.685842 79.410668 -47.766919
57.648005 10.451480 -14.622478
57.698554 -48.858936 -25.464571
57.678563 48.907477 -25.440813
57.686631 -68.030406 -37.539877
57.700889 -29.944317 -18.085268
57.643549 -74.622844 -43.176285
57.655307 74.608689 -43.074120
57.621652 64.051025 -34.216440
57.708802 -81.957455 -50.445071
57.705112 -2.541371 -14.294026
57.681848 2.626137 -14.106851
57.714266 -55.218860 -28.875408
57.666913 -22.661543 -16.346652
57.771616 22.682831 -16.418571
57.662480 -70.169567 -39.014984
57.765269 -41.987696 -22.551070
57.722861 41.946944 -22.199301
57.723044 -15.962482 -15.217103
57.707014 72.374435 -41.509287
57.776417 -1.740637 -14.020037
57.737290 1.738215 -13.926304
57.738539 28.860116 -18.212424
57.715341 -47.518768 -24.754295
57.771721 -12.249503 -14.663422
57.715532 12.271520 -14.682261
57.736082 33.310959 -19.133350
57.764033 -0.893903 -13.983956
57.803291 0.794924 -14.356385
57.771831 -51.979012 -26.935533
57.716169 51.995472 -27.292528
57.741849 -0.000274 -13.991287
57.708507 -18.798581 -15.814121
57.753773 18.722166 -15.844225
57.732009 -14.109018 -15.104713
57.756241 14.084190 -15.264728
57.809180 -23.643323 -16.513700
57.818848 23.632094 -16.726681
57.715003 -6.952801 -14.598659
57.714499 6.982266 -14.619327
57.771136 -43.342555 -23.042065
57.762723 43.282020 -23.404125
57.766671 62.284132 -33.300352
57.773113 -38.128716 -20.691552
57.763736 38.154360 -21.172817
57.807234 46.083854 -24.106207
57.774169 -27.806956 -17.878466
57.816108 27.785888 -17.862156
57.812748 -56.876251 -29.898872
57.788965 56.919712 -29.484684
57.708082 -44.742357 -23.481052
57.742719 44.715565 -23.624018
57.776265 -87.554692 -57.218515
57.803156 87.568718 -57.140557
57.756308 -24.684392 -16.971978
57.829642 24.713665 -17.000801
57.846420 -26.743580 -17.370119
57.816480 26.754122 -17.225492
57.819947 -35.678651 -20.149977
57.826861 35.673780 -20.002759
57.820794 -25.716706 -17.309795
57.810970 25.747103 -16.903593
57.811955 -9.563424 -14.839271
57.844009 9.570171 -14.647951
57.844446 -60.469744 -32.264101
57.775834 60.530847 -32.184828
57.820725 -58.720440 -30.955953
57.821004 -77.138542 -45.216591
57.863039 -66.230559 -36.257700
57.844090 66.167949 -36.296862
57.848734 90.547136 -61.010027
57.818271 -6.106878 -14.445223
57.863251 6.085599 -14.056888
57.816227 -32.294351 -18.985629
57.856466 32.253776 -18.810481
57.878602 -19.767062 -15.929684
57.837148 19.737870 -15.963494
57.885085 -16.967890 -15.609181
57.932050 16.920953 -15.573322
57.872641 -50.544742 -26.510022
57.860442 50.544519 -26.323281
57.898125 -39.470649 -21.516925
57.915157 39.480780 -21.280892
57.911785 -53.775380 -28.096782
57.883767 53.704004 -28.229447
57.934622 -11.387401 -14.663944
57.967466 11.437208 -14.806354
57.928062 -74.950185 -43.579680
57.972547 74.975643 -43.661631
57.914621 -82.348432 -50.558652
57.957146 -68.370241 -37.750370
57.971130 68.411109 -37.891139
57.981359 -5.228059 -14.438916
57.962561 5.157220 -14.402190
57.933731 -8.748015 -14.551261
57.965726 8.762493 -14.529820
57.967829 -15.040444 -15.291529
57.954537 15.042770 -15.258137
57.953844 -13.244760 -14.882292
57.933534 13.255642 -15.018954
57.974580 -31.180130 -18.680145
57.975623 31.198032 -18.588577
57.924845 -34.694821 -19.608259
58.027250 34.623653 -19.905461
57.929129 -20.775030 -16.311104
57.951900 20.787871 -16.236765
57.980279 -64.400327 -35.036160
57.984278 64.345956 -34.874618
57.955812 -37.028970 -20.607571
57.952191 37.064554 -20.825101
57.989500 72.681862 -41.652126
58.034232 -49.186554 -25.792813
57.958994 49.108049 -25.718145
57.994835 -70.548566 -39.399963
57.987985 70.530461 -39.385141
58.008048 -40.833357 -22.107435
57.988422 40.884610 -21.999568
58.049230 -55.462948 -29.327996
58.060501 -4.351594 -14.423437
58.024950 4.378287 -14.429122
58.023182 -87.866394 -57.877531
58.011634 87.926591 -57.546815
57.989333 -17.836495 -15.853486
58.045253 17.913448 -15.759806
58.064882 -30.114976 -18.546163
58.068208 30.164940 -18.746188
58.040536 -21.792483 -16.417759
58.017468 21.764165 -16.472702
58.038349 -62.583444 -33.704760
58.069486 62.598148 -33.964424
58.097255 -47.710196 -24.984699
58.016635 47.760587 -25.300715
58.115137 -42.162492 -22.775191
58.003330 42.210871 -22.751571
58.041785 52.310392 -27.545371
58.117818 -90.945829 -61.600840
58.120676 -7.847613 -14.783227
58.097459 -3.485132 -14.273302
58.110642 3.427502 -14.186990
58.099714 77.503383 -46.018992
58.116309 -10.465500 -14.904665
58.075773 -57.243841 -29.995219
58.050142 57.292778 -29.888042
58.136330 -46.279645 -24.530512
58.141264 46.395625 -24.315054
58.130258 -43.597009 -22.995394
58.132546 43.597131 -23.424341
58.120370 -60.765148 -32.521949
58.147756 -33.554489 -19.676951
58.099040 33.585593 -19.606049
58.119912 -22.802855 -16.369399
58.132880 22.836463 -16.581618
58.158522 -29.081857 -18.591416
58.029399 29.116134 -18.421627
58.147815 -58.987923 -31.209307
58.108199 58.964754 -31.303186
58.137059 -66.518770 -36.814300
58.065398 66.454633 -36.756179
58.101177 -44.941619 -24.028110
58.158830 44.954472 -23.899215
58.161732 -2.606541 -14.415698
58.120746 2.664379 -14.485369
58.180986 -38.378492 -21.118114
58.129781 38.380214 -21.404678
58.145121 -15.985458 -15.776300
58.110380 16.080242 -15.628098
58.123215 -85.244560 -54.115067
58.149417 85.253024 -54.453498
58.089363 -1.686468 -14.378706
58.162037 1.728633 -14.333116
58.173122 -12.326076 -14.983897
58.147337 23.866592 -16.715988
58.155606 -28.003011 -17.808644
58.150673 28.040008 -18.072058
58.155742 -18.900834 -15.861814
58.159951 18.909056 -16.146334
58.209766 -35.974372 -20.312678
58.202276 35.948661 -20.368908
58.198051 -14.192621 -15.079641
58.147428 14.189867 -15.490273
58.176259 -0.912097 -14.221009
58.241161 0.870347 -14.466961
58.177326 -82.671772 -51.272250
58.195544 82.668342 -51.579944
58.140211 0.008029 -14.349942
58.205412 -24.885304 -17.323744
58.168943 24.850763 -17.172501
58.107153 26.986525 -17.932660
58.189020 -6.994957 -14.668921
58.217528 7.011807 -14.574711
58.224436 -75.278768 -44.060534
58.184492 75.285847 -43.848814
58.221750 -25.940349 -17.344859
58.227531 25.880622 -17.101438
58.187158 -50.875019 -26.821601
58.239277 50.831777 -26.877210
58.179032 68.646950 -38.348230
58.198521 -54.081776 -28.750853
58.226010 54.035281 -28.500588
58.191870 -9.686820 -14.996841
58.175287 9.661678 -15.092936
58.250024 -32.407824 -18.922892
58.248817 32.514432 -19.271205
58.243052 -39.718803 -21.747133
58.253944 39.743246 -21.681829
58.276012 -73.062095 -42.118530
58.204995 73.061800 -42.172113
58.177388 -64.744836 -35.132259
58.269817 -88.288103 -58.598536
58.309077 -19.951461 -16.171925
58.283404 19.905842 -16.221106
58.272923 -6.105476 -14.701147
58.336440 -17.039764 -15.664758
58.300985 17.042770 -15.640171
58.269592 -91.204006 -62.782418
58.355058 91.278270 -62.377225
58.307062 -49.441746 -26.244097
58.295353 49.443372 -26.021045
58.340379 55.777623 -29.294506
58.316002 -34.846005 -19.755643
58.285004 34.844381 -20.082117
58.350821 -77.806730 -46.665466
58.343744 77.774224 -46.541387
58.340885 -11.481677 -15.012899
58.326819 -37.232444 -21.044721
58.352504 37.285407 -20.975422
58.346234 -31.376784 -18.940309
58.352684 31.474784 -19.284310
58.390657 -41.076717 -22.680549
58.352726 41.098949 -22.262862
58.324613 62.867758 -34.328808
58.358593 -20.885937 -16.372857
58.320221 20.902978 -16.373146
58.388324 -5.255965 -14.564682
58.404761 5.253674 -14.569538
58.343234 -8.741650 -14.844565
58.419098 -85.642881 -55.224480
58.415275 85.627061 -54.955964
58.413125 -13.342585 -15.181252
58.357699 13.329408 -15.132132
58.380983 -52.591683 -27.786886
58.419468 -57.503692 -30.365515
58.388813 57.534355 -30.504101
58.472968 -48.097128 -25.320791
58.411563 48.041347 -25.356430
58.396997 66.851265 -36.721223
58.413758 -61.043872 -32.960188
58.378004 -42.427730 -23.243690
58.375701 42.448894 -23.198045
58.393159 -80.390900 -49.019094
58.405821 80.407062 -48.748856
58.406580 59.270712 -31.743769
58.385763 83.010625 -51.944950
58.466175 -30.292198 -18.772793
58.388421 30.299972 -18.742635
58.450362 -46.604045 -24.846748
58.410520 46.581722 -24.604652
58.453193 -18.014411 -16.023802
58.487975 18.055101 -15.892956
58.470676 -4.351798 -14.681418
58.419530 4.379665 -14.447567
58.456936 -43.771441 -23.221892
58.411909 -21.911001 -16.625743
58.481195 21.910002 -16.684926
58.526202 -75.594243 -44.661868
58.495100 75.637168 -44.325167
58.423334 -45.227287 -24.494408
58.522124 45.203231 -24.227881
58.463231 -33.755887 -20.015975
58.469475 33.760341 -19.844647
58.462249 -38.589950 -21.428040
58.431380 -88.612750 -58.614933
58.571312 69.033486 -39.069713
58.430649 -29.254148 -18.632972
58.528778 29.273145 -18.540783
58.464241 -7.955975 -14.887926
58.486635 7.988265 -14.956608
58.465961 -10.600992 -15.083708
58.522333 -3.497194 -14.651823
58.508762 3.543199 -14.595059
58.535359 -22.992642 -16.944871
58.530846 22.965794 -16.626147
58.487405 -73.387006 -42.428871
58.510412 -36.169472 -20.490905
58.506661 36.156143 -20.444796
58.545518 -51.169457 -27.178028
58.570195 51.137535 -27.465861
58.528705 -54.328992 -28.872140
58.580570 54.281607 -29.007036
58.522869 -91.625577 -63.049507
58.481920 91.592605 -63.686795
58.554808 -64.964196 -35.715347
58.600390 65.044395 -35.914958
58.580081 -16.170273 -15.625249
58.572365 16.170509 -15.813920
58.594854 -28.169069 -18.172901
58.566167 28.227990 -18.274625
58.585455 -2.664524 -14.633906
58.554278 2.641681 -14.643525
58.528607 -24.003696 -17.008145
58.517825 24.020043 -17.264098
58.557248 -19.054956 -15.948885
58.516842 19.023184 -16.225243
58.565018 -27.145367 -17.843601
58.565753 27.094670 -17.964687
58.602143 -12.453469 -15.050314
58.571133 12.442193 -15.361418
58.618204 -25.054798 -17.760380
58.566354 25.016804 -17.455195
58.553676 -1.796135 -14.578400
58.637986 1.763508 -14.532962
58.621918 -26.076280 -17.572251
58.591162 26.062598 -17.412376
58.571855 -14.316933 -15.538027
58.658255 14.294718 -15.516737
58.619273 78.173042 -47.271237
58.647839 -39.958859 -22.045644
58.616115 39.942656 -22.015146
58.569115 -0.859409 -14.482434
58.598370 0.893890 -14.644461
58.594503 -32.706945 -19.558155
58.609027 32.708668 -19.572946
58.620200 -0.043855 -14.442582
58.601079 -7.026298 -14.956867
58.601858 7.053967 -14.855114
58.620612 -85.975783 -55.679948
58.570734 85.994700 -55.658591
58.623145 -56.055287 -29.879254
58.641503 56.050079 -29.469365
58.626887 -63.259353 -34.782431
58.596784 63.209385 -34.536587
58.632901 -9.734579 -15.121881
58.600100 9.716405 -15.438564
58.678749 80.747185 -49.626251
58.650962 -83.382357 -52.501583
58.705425 -19.987193 -16.530142
58.685891 20.096104 -16.463458
58.654788 -67.077492 -37.634422
58.653442 67.195968 -37.161648
58.719561 -41.367291 -22.781118
58.705741 41.293963 -22.445052
58.716498 -57.834548 -30.920288
58.713928 -37.532230 -21.480476
58.666065 37.459347 -21.261480
58.656809 -35.085878 -20.041690
58.698389 35.080485 -20.402209
58.714772 -61.341397 -32.956718
58.706710 -17.136579 -15.902351
58.669316 17.140318 -15.822097
58.646348 -52.856032 -27.890881
58.719037 52.870658 -28.140132
58.718541 -6.200358 -14.833921
58.696550 6.130126 -14.551905
58.702484 -75.944186 -44.981917
58.718885 75.923638 -44.789903
58.705071 -31.624544 -19.197178
58.738793 31.604556 -19.150555
58.740375 -59.606062 -32.069808
58.715298 59.573532 -32.506797
58.714733 -48.307454 -25.877376
58.729520 48.332853 -25.660930
58.640411 -88.937435 -59.628359
58.724911 88.953513 -59.797468
58.706962 -42.702462 -23.079641
58.767872 42.712624 -23.482793
58.782348 -11.548497 -15.141427
58.678835 11.534212 -15.170555
58.758112 91.972643 -64.304665
58.783062 -69.326604 -39.222602
58.798018 69.318147 -39.042172
58.779673 -21.025373 -16.537759
58.777229 21.085055 -16.565631
58.738356 -46.921453 -25.425584
58.747028 46.907144 -24.862982
58.840179 -15.251341 -15.828276
58.809932 15.313382 -15.639340
58.800079 -73.704278 -43.020179
58.757447 73.730631 -43.303573
58.800403 -44.066731 -23.755394
58.776704 44.122352 -24.010412
58.862163 -8.848947 -15.028301
58.836893 8.847531 -15.298344
58.770823 -45.439614 -24.541615
58.773822 45.459137 -24.742147
58.790041 -13.450911 -15.419780
58.835514 13.406819 -15.329520
58.830117 -5.348453 -14.819864
58.731707 5.315722 -14.961751
58.815989 -71.485477 -40.910137
58.838282 71.473264 -40.518560
58.800454 -30.525043 -19.078149
58.823414 30.476506 -19.195022
58.883591 -65.345934 -36.265006
58.868506 65.299726 -36.154723
58.853720 -38.828236 -21.625974
58.849229 38.843109 -21.666719
58.841202 -54.608167 -29.242844
58.859083 54.551556 -29.308075
58.878679 18.137167 -16.226973
58.816615 -78.491894 -47.541969
58.828991 78.511286 -47.478044
58.837036 -22.057907 -17.173121
58.886003 22.097528 -17.017356
58.873653 -33.960441 -20.030739
58.858787 34.000973 -19.897765
58.860696 -51.464143 -27.593875
58.790304 51.461604 -27.619500
58.874589 -86.318318 -56.260545
58.849223 -4.374164 -14.754157
58.962818 4.454543 -14.771553
58.891312 -29.369144 -18.558392
58.880625 29.379274 -18.918694
58.883330 -36.357353 -20.874358
58.927432 36.396916 -20.847389
58.874004 -23.054238 -17.218807
58.889792 23.082366 -17.328361
58.948565 -81.141471 -50.090298
58.928397 -83.746087 -53.223565
58.898488 83.716304 -53.355822
58.904538 7.988222 -14.933623
58.872684 -10.696964 -14.976015
58.950698 10.715707 -15.222055
58.900348 -28.372117 -18.545576
58.889331 28.375680 -18.389009
58.898467 -3.564352 -14.998084
58.929890 3.549270 -14.696556
58.985494 63.574233 -34.541892
58.942534 56.389660 -30.234754
58.919333 -24.161958 -17.514918
58.976025 24.197837 -17.315318
58.961982 -40.184251 -22.492116
58.931621 40.186987 -22.366833
58.960912 -16.284163 -16.007200
58.960147 16.270408 -16.129121
58.937096 -67.481437 -37.942584
58.996411 -27.304223 -18.163598
58.982043 27.292498 -18.257760
58.976255 89.325540 -60.455972
58.991036 -49.973877 -26.408685
58.951910 50.040340 -26.693806
58.960376 -25.214812 -17.431331
59.022560 25.273344 -17.932025
58.952938 -19.200027 -16.398800
59.028998 19.214827 -16.358595
58.982714 26.299363 -17.810949
58.923705 -2.649340 -14.647718
58.972293 2.594889 -14.953116
58.978157 -76.301527 -45.206570
58.973405 76.266100 -45.141763
59.019439 -32.872876 -19.782471
58.965809 32.877247 -19.965586
59.001879 92.265198 -64.660172
59.003935 -12.536461 -15.496567
58.962778 12.561797 -15.411434
58.963570 61.735218 -33.800572
59.009752 -58.073412 -31.136545
59.013104 58.073698 -30.856860
58.969746 14.367458 -16.027431
58.997704 -1.752444 -14.626213
59.041783 1.786663 -14.491264
59.028804 -59.878957 -32.403149
59.047418 59.927823 -32.760812
59.043625 53.193163 -28.418165
59.027071 -0.897672 -14.883578
58.930645 0.869374 -14.991511
59.054663 -7.120887 -14.930891
59.104476 7.095309 -15.144694
59.012504 -0.017271 -14.935784
59.038818 -41.500570 -23.004323
59.093303 41.628191 -23.061304
59.058704 -69.650911 -39.342277
59.056933 69.600917 -39.445778
59.037132 -48.544629 -26.119561
59.058143 48.568937 -25.968129
59.056963 -74.034341 -43.600130
59.063337 74.002705 -43.703090
59.021113 -37.706242 -21.600857
59.127956 37.754044 -21.557594
59.064447 -35.283022 -20.436283
59.033845 35.347521 -20.666035
59.052004 -71.904518 -41.473331
59.067549 -9.828954 -15.243208
59.065516 9.808430 -15.387330
59.111051 -20.159599 -16.860348
59.043213 20.166210 -16.528294
59.050122 -31.782341 -19.520289
59.031253 31.810570 -19.282590
59.114585 86.678207 -57.270675
59.111382 42.937759 -23.383300
59.080719 -78.878659 -47.952487
59.162898 -47.128880 -25.561552
59.053845 47.159763 -25.327998
59.141750 65.657747 -36.473908
59.143108 -17.256551 -15.999553
59.107537 17.320550 -16.280415
59.157325 -44.324305 -24.152491
59.143734 44.342576 -24.229794
59.161282 -45.707765 -24.970218
59.163346 45.702250 -24.566827
59.130010 -6.231655 -15.136514
59.158824 6.251103 -14.755301
59.150255 -54.860102 -29.419047
59.179843 54.917942 -29.371014
59.139603 -84.060928 -53.966824
59.175269 84.009862 -53.607569
59.177063 -81.390227 -50.861117
59.166543 -51.687735 -27.725375
59.141669 51.696405 -27.921182
59.169688 -11.617128 -15.677126
59.128496 11.669536 -15.479258
59.160254 -21.215901 -16.745359
59.125693 21.231896 -16.821682
59.186136 -30.698709 -19.364847
59.216732 30.735875 -19.358612
59.219422 -15.365858 -16.255287
59.200991 -39.091862 -22.070686
59.268750 39.073339 -22.213090
59.178088 -89.642933 -61.416513
59.208946 89.771978 -61.206419
59.247283 -13.514555 -15.718284
59.166060 13.447725 -15.428024
59.226405 -8.958993 -15.296947
59.244018 8.931692 -15.164638
59.207526 -34.168154 -20.326951
59.173473 34.213710 -20.170863
59.176804 63.806429 -35.376559
59.207562 -5.352317 -15.186949
59.172760 5.360235 -15.007158
59.279715 -67.804227 -37.820111
59.253648 67.795290 -38.496684
59.253572 -22.296858 -17.342757
59.296399 22.233584 -17.304241
59.298303 -56.644848 -30.677553
59.221620 -36.588463 -21.271826
59.232578 36.645786 -21.428756
59.260618 -18.253272 -16.606640
59.295282 18.240098 -16.540681
59.224312 -29.641623 -19.066493
59.254381 29.634440 -19.069664
59.331431 61.992613 -34.023812
59.315897 -50.256009 -27.157351
59.256715 50.223024 -26.963872
59.318265 -4.460950 -15.048570
59.284310 4.462092 -14.784422
59.241050 -23.328441 -17.388150
59.293606 23.261768 -17.513187
59.273984 -40.421372 -22.878758
59.298239 40.485668 -22.623742
59.290426 -28.563789 -18.549909
59.312322 28.574690 -18.598546
59.321603 -60.206231 -32.953090
59.336341 60.241027 -32.951140
59.337709 -74.399642 -43.607219
59.355855 74.399453 -44.298904
59.279550 69.939774 -39.752333
59.363977 -86.994287 -57.767741
59.341979 87.028231 -57.487964
59.360689 -53.400437 -28.874578
59.361988 53.417363 -28.585437
59.331408 -10.763845 -15.417365
59.330971 10.762509 -15.697831
59.402361 -24.318185 -17.402517
59.301054 24.328761 -17.594428
59.328151 -8.031668 -15.174510
59.368618 8.025142 -15.166536
59.325502 72.183550 -41.916374
59.370779 -27.497768 -18.476545
59.387934 27.521217 -18.211330
59.356685 -33.100016 -19.945819
59.303946 33.167718 -20.123552
59.356722 -3.565566 -14.986892
59.365626 3.610592 -15.002572
59.377747 -25.393735 -17.828539
59.331222 25.444372 -18.158459
59.379551 26.394651 -18.144564
59.344944 -16.372835 -15.936060
59.325202 16.349048 -15.977722
59.368049 -19.299204 -16.598676
59.357486 19.296724 -16.749616
59.385790 -48.802455 -26.242303
59.369208 48.777272 -26.112037
59.394462 41.805618 -23.304653
59.430431 -2.672120 -14.970745
59.372953 2.679405 -14.985751
59.444024 -12.648936 -15.753524
59.360965 12.590160 -15.614318
59.437178 37.960803 -21.687163
59.445271 -81.800988 -51.397247
59.389384 81.773893 -51.370913
59.370327 -14.507129 -16.117293
59.459842 14.485326 -16.199791
59.413916 -35.484756 -20.594387
59.403030 35.492963 -21.103825
59.380891 -90.022113 -61.853851
59.375831 89.993478 -61.810009
59.432866 -1.740890 -15.128724
59.460652 1.806824 -14.665680
59.446426 -47.382107 -25.987794
59.433016 47.362058 -25.624377
59.483412 -43.206225 -24.005279
59.487628 43.190748 -23.841113
59.424698 -0.990358 -14.818294
59.458590 0.922231 -15.024191
59.459649 -7.181441 -15.084179
59.446427 7.192501 -15.145691
59.473495 -0.041862 -15.135683
59.509669 -55.173958 -29.860828
59.404338 55.234240 -29.817981
59.472729 -32.012626 -19.749344
59.470174 32.056741 -19.673123
59.460433 -45.991263 -25.072855
59.490821 45.960673 -25.222800
59.461373 -44.581381 -24.676657
59.447537 44.561531 -24.441975
59.445443 20.364561 -16.600981
59.468748 -51.994402 -28.126062
59.545074 -9.847085 -15.769443
59.498567 9.887320 -15.683924
59.503115 76.916770 -46.605709
59.479146 -68.072523 -38.457819
59.541082 -17.341781 -16.364079
59.500819 17.412179 -16.450034
59.585674 -39.230942 -22.430293
59.571169 -56.940857 -31.090321
59.578142 -6.251598 -15.411614
59.543482 6.220637 -15.330514
59.579109 -30.887512 -19.541511
59.552454 30.855098 -19.862635
59.575606 -21.339193 -17.290057
59.612024 21.384609 -17.243963
59.574457 -87.398026 -58.488666
59.553950 87.398982 -58.336049
59.614506 -62.323507 -34.436616
59.600872 62.352124 -34.726269
59.637500 -34.389449 -20.535539
59.594076 34.449824 -20.534902
59.571822 -11.686619 -15.562491
59.629594 11.728069 -15.567725
59.551615 -70.307700 -40.693098
59.567836 70.327139 -40.572492
59.604519 -15.486456 -16.358079
59.571466 15.500475 -16.335786
59.619255 -58.770088 -32.217686
59.669016 -60.509660 -32.940800
59.626776 -72.503081 -42.183737
59.616571 72.490818 -42.448142
59.616290 -50.546838 -27.485198
59.600113 50.519618 -27.750412
59.623092 -36.847542 -21.554571
59.554166 36.784420 -21.552084
59.564806 -13.656117 -16.023969
59.599990 13.573748 -16.038169
59.574930 -8.960261 -15.415733
59.646777 8.999549 -15.225162
59.606626 -29.781110 -19.381247
59.634258 29.799978 -19.285304
59.651452 -5.342959 -15.509080
59.637834 5.371205 -15.361668
59.663596 -22.398687 -17.474062
59.629463 22.381846 -17.435351
59.648201 -84.753494 -55.019784
59.634785 84.714868 -55.265011
59.665537 -40.701827 -23.136096
59.700351 40.666732 -22.984360
59.639972 18.379246 -17.081597
59.672020 -90.382836 -62.633659
59.642312 90.382177 -62.404867
59.695444 -82.156487 -51.909920
59.676467 82.124017 -51.824057
59.683347 -66.207620 -37.511182
59.720725 66.256012 -37.456042
59.694867 -28.729969 -19.396206
59.648918 28.757023 -19.101130
59.699142 -23.444425 -17.545806
59.688939 23.408430 -17.647574
59.704081 -49.098002 -26.902396
59.719806 49.101246 -26.609000
59.736847 -4.476482 -15.191870
59.683338 4.478259 -15.014201
59.721961 -33.324146 -20.439252
59.715462 33.256547 -20.150634
59.737065 -27.667291 -18.879189
59.743212 27.682448 -18.938631
59.731047 -24.451665 -18.017627
59.696533 24.531837 -18.117487
59.730946 -42.005507 -23.524166
59.768700 42.023390 -23.726111
59.716560 -26.582700 -18.474426
59.790822 26.588626 -18.386186
59.700032 -25.532695 -17.840765
59.756687 25.562894 -17.909740
59.735971 -77.271657 -46.879664
59.753773 77.297457 -46.850732
59.778512 -10.820650 -15.544917
59.784777 10.899297 -15.783754
59.800527 -8.129153 -15.735496
59.715593 8.072178 -15.369292
59.741986 -47.635795 -26.005849
59.751126 47.629509 -26.125275
59.747707 -38.172201 -22.312842
59.783049 38.182887 -21.918932
59.795907 -16.467675 -16.596662
59.716326 16.494223 -16.442490
59.742392 -55.479896 -30.192297
59.770126 55.492640 -30.005296
59.775546 -3.579347 -15.492115
59.823230 3.575521 -14.971765
59.742515 -19.445939 -16.990418
59.763108 19.449865 -16.820971
59.823896 -43.468239 -24.466179
59.769290 43.456406 -24.240989
59.813579 -35.709465 -21.154310
59.777643 35.727358 -21.261392
59.813068 64.459698 -36.043552
59.789092 -68.428037 -39.021520
59.775002 68.484273 -39.366486
59.823328 -46.210806 -25.389345
59.775191 46.219636 -25.320650
59.830353 -44.869522 -24.851365
59.833386 52.279794 -28.292962
59.797227 -87.738165 -59.149991
59.804557 87.708966 -59.337723
59.760864 -12.731646 -16.046258
59.785129 12.683955 -16.059280
59.857036 -2.702726 -15.242017
59.828025 2.691234 -15.401876
59.860206 -14.635130 -16.165284
59.822910 14.602103 -16.300006
59.840532 -32.187930 -19.905517
59.888162 32.180269 -19.925148
59.856729 -75.040503 -44.760362
59.893339 75.044088 -44.712148
59.842280 -1.780514 -15.547388
59.848501 1.774005 -15.036640
59.836381 -57.205480 -31.338748
59.876053 57.195684 -31.368872
59.838050 -79.814720 -49.887812
59.816487 -70.615639 -41.079156
59.865270 70.650999 -40.847234
59.855630 -62.645638 -34.899316
